name,category,street,city,Website,phone_no,fb_address,contact_email
Silex and Fourchette,Cafe,"138 grande rue Saint Michel
","Toulouse, France 31400",http://www.silexetfourchette.com,33 7 61 25 65 72,https://www.facebook.com/Silexetfourchette/,
Simple Taste,Bakery,"622 South Rangeline Rd., Suite E","Carmel, IN 46032",http://www.simple-taste.com/,1 317-408-6258,https://www.facebook.com/SimpleTaste.AllergyFreeFoods/,
Simply Gluten Free Bakery,Bakery,123 Lower Dandenong Rd,"Melbourne, Victoria, Australia 3194",http://www.simplyglutenfree.com.au,61 3 9583 6256,https://www.facebook.com/simplyglutenfreee/,
Sinfully Gluten Free,Bakery,9146 Dayton Lebanon Pike,"Centerville, OH 45458",http://www.sinfullygf.com/,1 937-433-1044,https://www.facebook.com/SinfullyGlutenFree/,Contact@sinfullygf.com
Sitron,Bakery,"59 rue des Batignolles
","Paris, France 75017",http://sitron-sansgluten.com/,33 1 40 00 20 95,https://www.facebook.com/sitronsansgluten/,contact@sitron-sansgluten.com
Sitron,Bakery,"15 rue Marie Stuart
","Paris, France 75002 ",http://sitron-sansgluten.com/,33 1 40 20 92 31,https://www.facebook.com/sitronsansgluten/,contact@sitron-sansgluten.com
SMAK Healthy Fast Food,Cafe,1139 West Pender St,"Vancouver, British Columbia, Canada V6E 2P4",https://smakfastfood.com,1 604-559-7625,https://www.facebook.com/SMAK-healthy-fast-food-240321769434057/?ref=br_rs,info@smakfastfood.com
Smart Green Corner,Restaurant,20 rue Castelnau d’Auros (Gambetta),"Bordeaux, France 33000",,33 5 56 23 17 555,https://www.facebook.com/SMARTGREENCORNER,
Snackin' Free,Bakery,"41539 Kalmia St, Ste. 102
","Murrieta, CA 92562
",https://www.snackinfree.com,1 951-304-2433,https://www.facebook.com/snackinfree,mrs.s@snackinfree.com
Something Sweet Without Wheat,Bakery,19 Sixth Road,"Woburn, MA 01801",http://www.somethingsweetwithoutwheat.com/,1 781-281-2003,https://www.facebook.com/sweetwithoutwheat/,sales@somethingsweetwithoutwheat.com
Springbone Kitchen,Restaurant,"90 W 3rd St
","New York, NY 10012
",http://springbone.com/,1 646-368-9192,https://www.facebook.com/springbonekitchen,info@springbone.com
Spudbar,Cafe/Restaurant,"95 Malop Street
","Geelong, Victoria, Australia",http://www.spudbar.com.au/,61 03 5223 1649,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,175 Maroondah Hwy,"Ringwood, Victoria, Australia",http://www.spudbar.com.au/,61 03 8202 5001,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"1239 Nepean Hwy
","Cheltenham, Victoria, Australia",http://www.spudbar.com.au/,61 03 9585 5156,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,176 High Street,"Ashburton, Victoria, Australia",http://www.spudbar.com.au/,61 03 9939 8827,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,28 Beach St,"Frankston, Victoria, Australia",http://www.spudbar.com.au/,61 03 9783 5835,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,Werribee Plaza,"Victoria, Australia",http://www.spudbar.com.au/,61 03 9974 6524,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,619 Doncaster Rd,"Doncaster, Victoria, Australia",http://www.spudbar.com.au/,61 03 9840 2007,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,246 Clarendon S,"South Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 9078 7717,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,717 Glenferrie Rd,"Hawthorn, Victoria, Australia",http://www.spudbar.com.au/,61 03 9818 1089,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,590 Chapel St,"South Yarra, Victoria, Australia",http://www.spudbar.com.au/,61 03 9826 4399,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,43 Blessington Street,"St Kilda, Victoria, Australia",http://www.spudbar.com.au/,61 03 9534 8888,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"226 Swan Street
","Richmond, Victoria, Australia",http://www.spudbar.com.au/,61 03 9421 6033,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"25-55 Overland Dr
","Narre Warren, Victoria, Australia",http://www.spudbar.com.au/,61 03 9705 0521,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"11 Commercial Road
","Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 9533 6051,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"Level 3, 287 Lonsdale St","Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 8609 8205,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,Cnr Lonsdale & Swanston Street,"Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 9662 3224,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,398 Little Bourke St,"Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 9602 3841,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,600 Bourke Street,"Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 03 9642 1973,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,567 Collins Street,"Melbourne, Victoria, Australia",http://www.spudbar.com.au/,61 039629 3770,https://www.facebook.com/SpudbarHQ/,
Spudbar,Cafe/Restaurant,"LG Food Court, Wintergarden
171-209 Queen St Mall","Brisbane, Queensland, Australia",http://www.spudbar.com.au/,61 07 3210 1945,https://www.facebook.com/SpudbarHQ/,
Squirrel & The Bee,Bakery,515 Millburn Ave.,"Short Hills, NJ 07078",https://www.squirrelandthebee.com/,1 973-376-4888,https://www.facebook.com/squirrelbeebakeshop/,info@squirrelandthebee.com
Stacy's Gluten Free Goodies,Bakery,5130 S. Dale Mabry Hwy.,"Tampa, FL 33611",https://www.gluten-free-goodies.com,1 813-440-8028,,stacy@gluten-free-goodies.com
Stacy's Gluten Free Goodies,Bakery,14379 N. Dale Mabry Hwy.,"Tampa, FL 33618",https://www.gluten-free-goodies.com,1 813-477-4247,,stacy@gluten-free-goodies.com
Starbene Senza Glutine,Bakery,"Via Frà Bartolomeo, 203","Prato PO, Italy 59100
",http://www.starbenesenzaglutine.it,39 0574 726422,,
Starry Lane Bakery,Bakery,"3925 4th Ave
","San Diego, CA 92103
",http://www.starrylanebakery.com,1 619-328-0500,,Help@starrylanebakery.com
Starseed Bakery,Bakery,100 Hibernia Avenue,"Rockaway, NJ 07866",http://www.starseedbakery.com/,1 973-957-0500,https://www.facebook.com/starseedbakery?fref=ts,StarseedBakery@gmail.com
Station 26,Restaurant,"Coldharbour Lane Unit 26
Brixton Village Market","London, UK SW9 8PR",https://www.station26.co.uk/,44 20 3689 7124,https://www.facebook.com/station26Glutenfree/,station26brixton@gmail.com
Still Delicious,Bakery,13 Boston Post Road,"Westbrook, CT 06498",http://stilldelicious.com,1 860-552-4662,,stilldeliciousbakedgoods@gmail.com
Strange Grains ,Bakery,197 Onslow Rd,"Shenton Park, Australia 6008",https://www.strangegrainsbakery.com.au/,61 468 858 157,https://www.facebook.com/strangegrainsbakery,strangegrains@yahoo.com.au
Sugar Daddy's Gluten Free Bakery,Bakery,5 Rodney Street,"
Edinburgh, UK EH7 4EA
",http://www.sugardaddysedinburgh.com/,44 131 629 6789,https://www.facebook.com/sugardaddysedinburgh,heysugar@sugardaddysedinburgh.com
Sunny Bread,Bakery/Cafe,"736-49 Yongsan-gu
 Hannam-dong
 ","Seoul, Korea",http://www.sunnykr.com/,82 010-2262-5282,https://www.facebook.com/sunnybreadkr/,"
sunny4370@naver.com
"
1823 Bakehouse,Bakery,25 E Court St,"Franklin, IN 46131",,1 317-739-0800,https://www.facebook.com/1823bakehouse/,
Sweet 27,Restaurant,127 West 27th St.,"Baltimore, MD 21218",http://www.sweet27.com,1 410-464-7211,,
Sweet Ali's Gluten Free Bakery,Bakery,"13 W. 1st Street
","Hinsdale, IL 60521
",http://www.sweetalis.com/,1 630-908-7175,https://www.facebook.com/SweetAlis,
Sweet Ali's Gluten Free Bakery,Bakery,1107 Waukegan Road,"Glenview, IL 60025",http://www.sweetalis.com/,1 224-432-5530,https://www.facebook.com/SweetAlis,
Sweet Bree's,Bakery,Find around Metro Detroit or place an order online,"Rochester, MI",https://www.ilovesweetbrees.com/,1 586-925-0555,https://www.facebook.com/sweetbrees/,bree@ilovesweetbrees.com
Sweet Cake Bake Shop,Bakery,"457 E 300 S
","Salt Lake City, UT 84111",http://sweetcakebakeshop.squarespace.com,1 801-478-6830,https://www.facebook.com/SweetCakeBakeShop,
Sweet Encounter,Bakery,"call or place an order online
","Lansing, MI",https://www.sweetencounterbakery.com/,1 517-763-2479,https://www.facebook.com/sweetencounterbakery/,desserts@sweetencounterbakery.com
Sweet Felicity,Bakery,"311 Walnut Street
","Felicity, OH 45120
",https://www.sweetfelicity.com/,1 513-876-7600,https://www.facebook.com/sweetfelicitybakeshop/,info@sweetfelicity.net
Sweet Freedom Bakery,Bakery,"1424 South St
","Philadelphia, PA 19146
",http://www.sweetfreedombakery.com,1 215-545-1899,https://www.facebook.com/SweetFreedomBakery/,sweetfreedombakery@gmail.com
Sweet Love Pastry,Bakery,6678 Stirling Rd,"Hollywood, FL 33024",https://www.sweetlovepastries.com,1 954-322-8291,https://www.facebook.com/sweetlovepastry,Lovepastrysugar@gmail.com
Sweet Megan,Bakery,"234 Holland Rd.
","Southampton, PA 18966",http://www.sweetmeganbakery.com/,1 267-288-5080,https://www.facebook.com/gfsweetmegan,info@sweetmeganbakery.com
Sweet Natalie's,Bakery,228 S 3rd St,"Geneva, IL 60134",http://sweetnataliesgeneva.com/,1 630-232-7434,https://www.facebook.com/SweetNatalies,sweetnataliesgeneva@yahoo.com
Sweetah's Gluten Free Bake Shop,Bakery,"50 S. Main Street
","Doylestown, PA 18901
",https://www.sweetahs.com/,1 267-736-6663,,sweetahs1@gmail.com
Sweetfin Poke,Cafe,"6256 Topanga Canyon Blvd, Suite 1310","Woodland Hills, CA 91367",https://www.sweetfinpoke.com/,1 818-888-8970,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,1146 Abbot Kinney Blvd.,"Venice, CA 90291",https://www.sweetfinpoke.com/,1 310-355-8590,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,829 Broadway,"Santa Monica, CA 90401",https://www.sweetfinpoke.com/,1 310-395-1097,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,"4301 La Jolla Village Dr., Suite 2035
","San Diego, CA 92122",https://www.sweetfinpoke.com/,1 858-251-4840,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,"3112 Sunset Blvd
","Los Angeles, CA 90026",https://www.sweetfinpoke.com/,1 323-300-6210,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,735 West 7th Street,"Los Angeles, CA 90017",https://www.sweetfinpoke.com/,1 213-599-8050,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,"8075 West 3rd Street, Suite 100
","Los Angeles, CA 90048
",https://www.sweetfinpoke.com/,1 323-934-3701,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,"1146 Westwood Blvd
","Los Angeles, CA 90024
",https://www.sweetfinpoke.com/,1 310-231-0190,,INFO@SWEETFIN.COM
Sweetfin Poke,Cafe,135 North Larchmont Blvd,"
Los Angeles, CA 90004
",https://www.sweetfinpoke.com/,1 323-465-6040,,INFO@SWEETFIN.COM
Sweetopia,Bakery/Cafe,217 West Ayre Street,"Newport, DE 19804",https://www.sweetopia.biz,1 302-668-1490,,info@Sweetopia.biz
t.Loft,Cafe,8025 Stateline Road,"Kansas City, MO 64114",http://www.tloft.net,1 816-214-5750,https://www.facebook.com/t.teabar,
t.Loft,Cafe,200 W. 47th Street,"Kansas City, MO 64112",http://www.tloft.net,1 816-541-4849,https://www.facebook.com/t.teabar,
t.Loft,Cafe,3924 W. 69th Ter,"Prairie Village, KS 66208",http://www.tloft.net,1 913-217-7930,https://www.facebook.com/t.teabar,
t.Loft,Cafe,5225 W. 116th Place,"Leawood, KS 66211",http://www.tloft.net,1 913-912-7211,https://www.facebook.com/t.teabar,
t.Loft,Cafe,4801 Bauer Farm Drive,"Lawrence, KS 66049",http://www.tloft.net,1 785-505-0770,https://www.facebook.com/t.teabar,
Taffets Bakery and Store,Bakery,"1024 S 9th St
","Philadelphia, PA 19147
",http://www.taffets.com/,1 215-551-5511,https://www.facebook.com/totebakery/,taffetsbakery@gmail.com
Tandem Doughnuts,Bakery,Missoula's Farmer's Market S Pattee St,"Missoula, MT 59802",http://www.tandemdoughnuts.com,1 406-239-3997,https://www.facebook.com/TandemDoughnuts,tandemdoughnuts@gmail.com
Tao-Organics,Cafe/Restaurant,"210-150 Esplanade West
","North Vancouver, British Columbia, Canada V7M 1A3
",http://www.taoorganics.com,1 604-971-5108,https://www.facebook.com/TAOOrganics,cafe@taoorganics.com
TAP NYC,Cafe,267 Columbus Ave.,"
New York, NY 10023
",http://tapnyc.com/,1 917-261-2094,https://www.facebook.com/tapiocarianyc,simonsenroberto@tapnyc.com
TAP NYC,Cafe,"103 North 3rd St.
","Brooklyn, NY 11249",http://tapnyc.com/,1 917-261-2094,https://www.facebook.com/tapiocarianyc,simonsenroberto@tapnyc.com
Tapateria,Restaurant,"2607 W Colorado Ave
","Colorado Springs, CO 80904
",http://www.tapateria.com/,1 719-471-8272,https://www.facebook.com/TAPAteria/?v=wall,
Tapioca Toronto,Food Truck,Dufferin Grove Farmer’s Market,"Toronto, Ontario, Canada M6P5A2",,1 416-837-0302,https://www.facebook.com/tapiocatoronto/,
Tasty Bakery,Bakery,416 West Huron St. Suite 24,"Ann Arbor, MI 48103",http://www.tastysansgluten.com/,1 734-707-1046,,julie@tastysansgluten.com
Tawa Bakery,Bakery,"Al Muneera, Raha Beach
","Abu Dhabi, United Arab Emirates Al Muneera
 Plaza",https://tawa.ae/,971 2 556 6900,https://www.facebook.com/tawabakery/,stefan@tawa.ae
Thank you My Deer,Cafe,"112, rue Saint Maur
","Paris, France 75011",http://thankyoumydeer.com/coffeeshop/,33 1 71 93 16 24,https://www.facebook.com/thankyoumydeer/,contact@thankyoumydeer.com
The BakeHouse,Bakery,"Cartago, Costa Rica","Cartago, Costa Rica",,506 2278 2256,https://www.facebook.com/TheBakehouseGlutenfree/,
The Cookie Connection,Bakery,705 Park Ave,"
Syracuse, NY 13204
",http://www.tccglutenfree.com/,1 315-422-2253,https://www.facebook.com/The-Cookie-Connection-Gluten-Free-Bake-Shop-209241299158672/,
The Food Forest,Cafe,135 Hunter Street,"West Peterborough, Ontario, Canada K9H 2K7",http://www.foodforestcafe.com,1 705-874-1888,https://www.facebook.com/FoodForestcafe,
The Gluten Escape ,Bakery,"7255 S. Havana Street, Suite 110","Centennial, CO 80112",http://theglutenescape.com,1 303-694-9999,,info@theglutenescape.com
The Gluten Free Bakery,Bakery,"54 Main St.
","Chatham, NY 12037
",http://www.odbefree.com/,1 518-380-0170,,ORDER.ODB@GMAIL.COM
The Gluten Free Epicurean,Bakery/Cafe,633 East 15th Avenue,"Vancouver, British Columbia, Canada V5T 2R6",http://www.glutenfreeepicurean.ca,1 604-876-4114,https://www.facebook.com/THE-GLUTEN-FREE-EPICUREAN-121625667855607/,info@glutenfreeepicurean.ca
The Gluten Free Kitchen,Bakery,"Unit 4d, Leyburn Business
Park, Harmby Road","Leyburn, UK DL8 5QA
",https://www.theglutenfreekitchen.co.uk/,44 1969 622222,https://www.facebook.com/theglutenfreekitchen,info@theglutenfreekitchen.co.uk
The Gluten Free Oven,Bakery,125 West Main Street,"Mount Pleasant, PA 15666",http://theglutenfreeoven.net/,1 724-542-4457,,
The Good Cookies,Bakery,2081 Torrance Blvd,"Torrance, CA 90501",http://www.thegoodcookies.com/,1 310-320-7900,https://www.facebook.com/thegoodcookiesglutenfree,info@thegoodcookies.com
The Grain Exchange,Bakery,"order online or find in local shops
","Doylestown, PA",https://www.thegrainexchange.net/,1 215-531-1261,,
The Happy Mixer,Bakery,32 S. Main Street,"New Hope, PA 18938",https://www.thehappymixer.com,1 267-664-4886,https://www.facebook.com/TheHappyMixerBakery,info@thehappymixer.com
The Happy Mixer,Bakery,12 Summit Square,"Langhorne, PA 19047",https://www.thehappymixer.com,1 215-860-1989,https://www.facebook.com/TheHappyMixerBakery,info@thehappymixer.com
The Happy Mixer,Bakery,"4275 County Line Rd
","Chalfont, PA 18914",https://www.thehappymixer.com,1 267-663-7209,https://www.facebook.com/TheHappyMixerBakery,info@thehappymixer.com
The Happy Tart,Bakery,410 S Maple Ave.,"Falls Church, VA 22046",https://www.happytartbakery.com/,1 571-395-8280,https://www.facebook.com/TheHappyTartFallsChurch/,info@happytartbakery.com
The Happy Tart,Bakery,"2307A Mt Vernon Ave.
","Alexandria, VA 22301
",https://www.happytartbakery.com/,1 571-290-0166,,info@happytartbakery.com
The Joy of Gluten Free,Bakery,617 Bank St.,"Ottawa, Ontario, Canada K1S 3T5",http://www.thejoyofglutenfree.com,1 613-656-5252,,thejoyofglutenfree@gmail.com
The Joy of Gluten Free,Bakery,250 Greenbank Rd.,"Ottawa, Ontario, Canada K2H 8X4",http://www.thejoyofglutenfree.com,1 613-907-1252,,thejoyofglutenfree@gmail.com
The Joyful Food Co,Bakery/Cafe,"759 Shades Mountain Plaza
","Bluff Park, AL 35226",https://www.thejoyfulfoodco.com/,1 205-538-7967,,info@thejoyfulfoodco.com
The Juice Truck,Food Truck,Corner of Robson & Burrard Street,"Vancouver, British Columbia, Canada",https://www.thejuicetruck.ca,1 604-260-6943,https://www.facebook.com/JuiceTruck/,drink@thejuicetruck.ca
The Juice Truck,Cafe,1022 Mainland Avenue,"Vancouver, British Columbia, Canada",https://www.thejuicetruck.ca,"1 604-428-7825
",https://www.facebook.com/JuiceTruck/,drink@thejuicetruck.ca
The Juice Truck,Cafe,28 W 5th Ave,"Vancouver, British Columbia, Canada",https://www.thejuicetruck.ca,1 604-260-6943,https://www.facebook.com/JuiceTruck/,drink@thejuicetruck.ca
The Juice Truck,Cafe,12151 First Ave,"Richmond, British Columbia, Canada V7E 3M1",https://www.thejuicetruck.ca,1 604-285-5404,https://www.facebook.com/JuiceTruck/,drink@thejuicetruck.ca
The Juice Truck,Cafe,4236 Main St,"Vancouver, British Columbia, Canada V5V 2H1",https://www.thejuicetruck.ca,1 604-620-6768,https://www.facebook.com/JuiceTruck/,drink@thejuicetruck.ca
The Little Beet ,Cafe,1212 18TH Street NW & Connecticut,"Washington, D.C. 20036",https://www.thelittlebeet.com,1 202-796-5100,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,1800 North Lynn Street,"Arlington, VA 22209",https://www.thelittlebeet.com,1 212-459-9601,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,2 Penn Plaza,"
New York, NY 10121
",https://www.thelittlebeet.com,1 212-682-0650,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,"1140 Broadway
","New York, NY 10001",https://www.thelittlebeet.com,1 212-367-8015,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,"320 Park Ave.
","New York, NY 10022",https://www.thelittlebeet.com,1 212-459-9601,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,"135 West 50TH Street
","New York, NY 10020
",https://www.thelittlebeet.com,1 212-459-2338,https://www.facebook.com/littlebeet,
The Little Beet ,Cafe,630 Old Country Rd,"Garden City, NY 11530",https://www.thelittlebeet.com,1 516-387-6300,https://www.facebook.com/littlebeet,
The Little Beet Table,Cafe,333 Park Ave. South,"New York, NY 10010",http://www.thelittlebeettable.com,1 212-466-3330,https://www.facebook.com/littlebeettable,
The Little Beet Table,Cafe,"845 N. State St., Suite 101","Chicago, IL 60610",http://www.thelittlebeettable.com,1 312-549-8600,https://www.facebook.com/littlebeettable,
Mason Dixon Bakery,Bakery,"2358 Whitesburg Drive South
","Huntsville, AL 35801
",https://masondixonbakery.com/,1 256-213-7545,https://www.facebook.com/MasonDixonBakery/,masondixonbakery@gmail.com
The nilk Factory,Bakery/Cafe,523-17 Sinsa-dong,"Gangnam-gu, 
Seoul, Korea 06028
",http://nilkfactory.com,82 02-2039-0821,https://www.facebook.com/The-nilk-factory-639966419504416/,customer@nilkfactory.com
The Oxford Place,Restaurant,2 Oxford Place,"Leeds, UK LS1 3AX",https://2oxfordplace.co.uk/,44 113 234 1294,https://www.facebook.com/theoxfordplace/,
The Raw Kitchen,Cafe/Restaurant,"181A High St
","Fremantle, Australia 6160",http://www.therawkitchen.com.au/,61 8 9433 4647,https://www.facebook.com/rawkitchenfreo,emma@therawkitchen.com.au
The Red Bandana,Bakery,8218 Wisconsin Ave.,"Bethesda, MD 20814",http://theredbandanabakery.com/,1 240-284-6523,https://www.facebook.com/theredbandanabakery/?modal=composer&notif_id=1509751350672616&notif_t=page_fan_growth_drop,jaimie@theredbandanabakery.com
The Willow,Restaurant,"16 The Triangle
","Kingston upon Thames, UK KT1 3RT",http://www.yourwillow.co.uk/,44 20 3034 2424,https://www.facebook.com/yourwillow/,ped@blueskyconnexions.co.uk
Theta Healthy Eating Cuisine,Cafe/Restaurant,"Andrea Drousioti, 9, Heroes Square","Limassol, Cyprus 3040",http://www.thetacuisine.com.cy,357 25 013738,,
Thri1ve Emporium,Cafe/Restaurant,287 Lonsdale St,"Melbourne, Victoria, Australia 3000",,61 2 9042 1220,https://www.facebook.com/THR1VEEmporium/,
Tiann's,Bakery/Cafe,"71 Seng Poh Road, #01-35
","Singapore 160071
",https://www.tianns.com.sg/,65 6222 1369,https://www.instagram.com/tiannsbakery/,
Tina’s Sweet Treats,Bakery,4271 S Dixie Hwy.,"Franklin, Ohio 45005",https://www.tinassweettreats.com/,1 513-429-9428,https://www.facebook.com/TinasSweetTreatsGlutenFreeBakery/,tina@tinassweettreats.com  
Totally Gluten Free Bakery,Bakery/Cafe,290B Colombo Street,"Christchurch, New Zealand 8023",https://www.glutenfreebakery.co.nz,64 3-341 1172,https://www.facebook.com/GlutenFreeNZ/,sales@glutenfreebakery.co.nz
Tribeca Ice Cream,Ice Cream/Gelato,"Rykestr 40
","Berlin, Germany 1040",http://www.tribecaicecream.com/,49 1512 6993433,https://www.facebook.com/tribecaicecream/,klaus@tribecaicecream.com
Triple Oak Bakery,Bakery,11692A Lee Highway,"
Sperryville, VA 22740
",http://www.tripleoakbakery.com/,1 540-987-9122,https://www.facebook.com/TripleOakBakery/,TripleOakBakery@gmail.com
Tu-Lu’s Gluten-Free Bakery,Bakery,"338 East 11th Street
","New York, NY 10003
",http://tu-lusbakery.com,1 212-777-2227,https://www.facebook.com/Tu-Lus-Gluten-Free-Bakery-339559997169/,arianne@tu-lusbakery.com
Twice Baked Gluten Free Baking Company,Bakery,8185 E Wardlow Rd,"Long Beach, CA 90808",http://twice-baked.com,1 562-343-5715,https://www.facebook.com/Twice-Baked-Gluten-Free-Baking-Company-241430029263525/,judykarni1@yahoo.com
Twins Cafe GF,Cafe,"Jr. Colina 108 Barranco
","Lima, Peru 4
",,51 991 597 997,https://www.facebook.com/TWINSCafeGF/,
Twist Bakery & Cafe,Bakery/Cafe,30 Milliston Rd,"Millis, MA 02054",http://www.twist-bakery.com/,1 508-376-1163,https://www.facebook.com/TwistBakeryCafe/,
Two Daughters Bakeshop,Bakery,121 East 1st Street,"North Vancouver, British Columbia, Canada V7L 1B2",http://www.twodaughtersbakeshop.ca,1 604-836-2229,https://www.facebook.com/twodaugthersbakeshop/,info@twodaughtersbakeshop.com
Two Wild Seeds,Bakery,320 W Main Street,"Saint Charles, IL 60174",https://www.twowildseeds.com/,1 630-797-5350,https://www.facebook.com/twowildseeds/,twowildseeds@gmail.com
Ubud Gluten Free Kitchen,Cafe,"Jl Sri-Wedari 2
","Ubud, Bali, Indonesia 80571
",,62 812-4643-9515,https://www.facebook.com/Ubud.Gluten.Free.Bali/,
Unrefined Bakery,Bakery,557 E I-30,"Rockwall, TX 75087 ",https://unrefinedbakery.com/,1 972-948-2414,,info@unrefinedbakery.com
Unrefined Bakery,Bakery,"3411 Preston Road Suite 8
","Frisco, TX 75034
",https://unrefinedbakery.com/,1 972-668-2414,,info@unrefinedbakery.com
Unrefined Bakery,Bakery,3250 Hulen Street #130,"Fort Worth, TX 76107",https://unrefinedbakery.com/,1 972-467-2494,,info@unrefinedbakery.com
Unrefined Bakery,Bakery,"6055 Sherry Lane
","Dallas, TX 75225
",https://unrefinedbakery.com/,1 469-816-2414,,info@unrefinedbakery.com
Unrefined Bakery,Bakery,"3426 Greenville Ave Suite 150
","Dallas, TX 75206
",https://unrefinedbakery.com/,1 214-826-2414,,info@unrefinedbakery.com
Unrefined Bakery,Bakery,6464 E NW HWY Suite 326,"Dallas, TX 75214",https://unrefinedbakery.com/,1 214-414-2414,,info@unrefinedbakery.com
Vegan Vee,Bakery,"306 46th Ave N
","Nashville, TN 37209",http://www.veganvee.com,,https://www.facebook.com/viviveganvee/,vivi@veganvee.com
Verde Cocina,Restaurant,5515 SW Canyon Court,"Portland, OR 97221",https://www.verdecocinamarket.com,1 503-297-5568,https://www.facebook.com/Verde-Cocina-118006988280243/,verdecocina@verdecocinamarket.com
Verde Cocina,Restaurant,524 NW 14th,"Portland, OR 97209",https://www.verdecocinamarket.com,1 503-894-9321,https://www.facebook.com/Verde-Cocina-118006988280243/,verdecocina@verdecocinamarket.com
Verde Cocina,Restaurant,3746 N. Mississippi Avenue,"Portland, OR 97227",https://www.verdecocinamarket.com,1 503-206-7586,https://www.facebook.com/Verde-Cocina-118006988280243/,verdecocina@verdecocinamarket.com
Verde Cocina,Restaurant,6446 SW Capitol Hwy,"Portland, OR 97239",https://www.verdecocinamarket.com,1 503-384-2327,https://www.facebook.com/Verde-Cocina-118006988280243/,verdecocina@verdecocinamarket.com
Vida365,Restaurant,16129 FL - 50 #104,"Clermont, FL 34711",http://vida365.com,1 352-474-8432,https://www.facebook.com/vidacuisine365/?fref=gc&dti=706329499390562&hc_location=ufi,vidacuisine365@gmail.com
Violette Gluten Free Bakery,Bakery,1786 Mass Ave,"Cambridge, MA 02140",http://violettegf.com/,1 857-500-2748,https://www.facebook.com/Violette-Gluten-Free-503117259714865/,info@violettegf.com
Vital Root,Restaurant,3915 Tennyson St.,"Denver, CO 80212",http://www.vitalrootdenver.com/,1 303-474-4131,,INFO@VITALROOTDENVER.COM
Von Walden,Cafe/Grocery Store,Nelkengasse 8,"Vienna, Austria 1060
",https://www.vonwalden.at,43 1 9258067,https://www.facebook.com/vonwalden.at,
West Meadow Farm Bakery,Bakery,4 Park St.,"Essex Junction, VT 05452",http://westmeadowfarmbakery.com,1 802-878-1646,https://www.facebook.com/West-Meadow-Farm-Bakery-90486264484/,
Wheat's End Cafe,Cafe,2873 N Broadway St.,"Chicago, IL 60657",http://www.wheatsend.com/,1 773-770-3527,https://www.facebook.com/wheatsend,jacqueline@wheatsend.com
White Envelope,Restaurant,301 W 29th Street,"Baltimore, MD 21211",http://www.weeatarepas.com/#about,1 443-681-1906,https://www.facebook.com/WEeatArepas/?hc_ref=PAGES_TIMELINE,info@weeatarepas.com
Blueu Bear Bakery,Bakery,109 Kings Hwy E ,"Haddonfield, NJ 08033",http://bleubearbakery.com/,1 856-429-3703?,,
WHOS Gluten Free,Cafe,80 Mallory Ave,"Jersey City, NJ 07304",http://www.whosglutenfree.com/,1 201-654-1266,https://www.facebook.com/WhosGlutenFree/,
Wild & the Moon,Cafe,"Dubai Festival City, 1st Floor
","Dubai, UAE",http://www.wildandthemoon.ae/,971 43855120,,social@wildandthemoon.com
