name,category,Website,phone_no,fb_address,contact_email,lat,lng,map_id,street,city
Sans Bakery,Bakery,https://sansbakery-nyc.com/,1 718-707-9800,https://www.facebook.com/SansBakery/,info@sansbakery-nyc.com,40.7420043,-73.935431,https://goo.gl/maps/JTdhqyYmz2vUd6Qd9,"Via Luigi Einaudi c/o Elnos Shopping
","Brescia, Italy"
Krumville Bakeshop,Bakery,https://www.krumvillebakeshop.com/,1 917-406-7447,https://www.facebook.com/KrumvilleBakeShop/,orders@krumvillebakeshop.com,40.6996109,-73.9479221,https://goo.gl/maps/UWFXUZxJgbGrKY7G6,"Via D’Azeglio 13
","Bologna, Italy"
Vibrant,Cafe/Restaurant,https://www.wearevibrant.com/,1 832-409-6423,https://www.facebook.com/vibranthoutx/,,29.7445548,-95.4057563,https://goo.gl/maps/UgvuNEULjv6EX8317,"Viale Papa Giovanni XXIII, 60 - 24122","
Bergamo, Italy
"
Wilde Kitchen,Cafe,http://www.wildekitchen.com.au/,61 07 3161 2088,https://www.facebook.com/wildekitchenaus/,info@wildekitchen.com.au,-27.4563007,153.0497727,https://goo.gl/maps/pd9DsC6981cnLijW6,Piazza San Secondo 11,"
Astia, Italy
"
Cloisters,Cafe,https://www.cloisters.info,81 058-214-4948,https://www.facebook.com/cloisters.gf,?,?,?,?,"Via Jean-Baptiste De Tillier, 70","
Aosta, Italy
"
Japan Crepe,Cafe,https://akarengacrepe.amebaownd.com,81 080-2742-6863,?,?,33.309816,130.374164,https://goo.gl/maps/4wLKbzfcuqPBmp9MA,"Via Milano, 1, 15121","
Alessandria AL, Italy
"
Dovetail on Overend,Bakery/Cafe,,61 497 876 553,https://www.facebook.com/DovetailOnOverend,,-27.4760113,153.0607568,https://goo.gl/maps/LEPGHAUUPUJpZ2uL9,"Lotte Shopping Avenue, Ground Floor 
Unit No. 25, Jl. Profesor Doktor Satrio
 No. 3-5 - 12940
","Jakarta, Indonesia
"
Donde Thiago,Food Truck,https://www.dondethiago.com/,1 339-832-6079,https://www.facebook.com/dondethiago/,info@dondethiago.com,N/A,N/A,N/A,"Pacific Place Mall, 1st Floor, Unit No.
70, Jl. Jenderal Sudirman Kav. 52-53 - 12190
","Jakarta, Indonesia"
Sweet Sense Gluten Free Baked Goods,Bakery,https://www.sweetsensegf.com/,1 781-248-1594,https://www.facebook.com/sweetsenseglutenfree/,info@sweetsensegf.com,41.9575283,-70.6656068,https://goo.gl/maps/szLR4WmcPsGLYrJG6,Rue de Seine 81,"Paris, France"
Little Rabbit Baking Company,Bakery,https://www.littlerabbitbaking.com,1 203-626-1140,https://www.facebook.com/littlerabbitbaking/,,41.359524,-72.910014,https://goo.gl/maps/Qyx3ipjwCkV9LaAN7,"Rue Sufflot 19
","Paris, France"
Auntie Cathie's Kitchen,Bakery/Cafe,https://www.auntiecathies.com,1 413-788-0022,https://www.facebook.com/pages/category/Cafe/Auntie-Cathies-Kitchen-288012575275/,,42.086475,-72.621169,https://goo.gl/maps/RgrgY2T8uZdn7YT57,"6 Rue Massena, 06000","Nice, France"
Vinland,Restaurant,http://vinland.me,1 207-653-8617,https://www.facebook.com/vinlandmaine/,info@vinland.me,43.6544019,-70.2629967,https://goo.gl/maps/hTFCBEcUG6bdkXtZ7,"Centre Commercial CAP 3000, 317
Avenue Eugene Donadei, 06700
Sain Laurent du Var","Nice, France"
Sweet Cindy's Gluten Free Bakery,Bakery,http://www.sweetcindysglutenfreebakery.com/home.html,1 315-598-3669,https://www.facebook.com/Sweet-Cindys-Gluten-Free-Bakery-352678074935918/,sweetcindygf@hotmail.com,43.3221112,-76.4215435,https://goo.gl/maps/gq76WAuLMYyi67tU7,"No. 772, West Nanjing Road, Jingan District
","Shanghai, China"
Deborah's Sweet Treats,Bakery,http://www.deborahssweettreats.net/,1 315 635-2400,https://www.facebook.com/DeborahsSweetTreats/,deborahgratton@yahoo.com,43.1289743,-76.2236106,https://goo.gl/maps/AvRbksxAHqTH3tmA9,Centre Commecial Prado Vélodrome,"Marseille, 41 Boulevard Michelet, 13008
Marseille, France"
Out of the Box,Cafe,,1 907-903-1203,https://www.facebook.com/outoftheboxfoodtruck/,,61.1861893,-149.9159779,https://goo.gl/maps/VbxzZoyviTvb6Drg6,Main street 50,"Aesch, Switzerland 4147"
Bistro Red Beet,Cafe,,1 907-376-1400,https://www.facebook.com/Bistro-Red-Beet-137185883016790/,,61.585439,-149.3236044,https://goo.gl/maps/Q8S1YiS9mYTpdrzW7,10/436 Burke Road,"Camberwell, Victoria, Australia 3124"
Bayou By You,Food Truck,https://www.bayoubyyou.com/,1 928-607-2318,https://www.facebook.com/BayouByYouFood/,,35.2503876,-112.1878929,https://goo.gl/maps/dH1JvZGRxYinQpAX8,15-17 Follett Rd,"        
Cheltenham, Victoria, Australia 3192"
Mr Dewie's Cashew Creamery,Ice Cream/Gelato,https://www.mrdewies.com/,1 510-225-9534,https://www.facebook.com/MrDewies/,,37.8901839,-122.2983645,https://goo.gl/maps/r7YXmZdVvydCp4WQA,"1 Ella Street (Corner Chester Street)
","Newstead, Queensland, Australia 4006"
Mr. Dewie's Emeryville,Ice Cream/Gelato,https://www.mrdewies.com/,1 510-350-8171,https://www.facebook.com/MrDewies/,,37.8415385,-122.2938642,https://goo.gl/maps/JQ344WLsP5d3oB849,142 Boundary St,"West End Brisbane, Queensland 4101"
Modern Grub,Catering/Meal Delivery,https://eatmoderngrub.com/,1 661-695-9006,,info@eatmoderngrub.com,35.367589,-119.1102368,https://goo.gl/maps/ru6WRMdG4DHvncGt8,472 Columbus Ave,"New York, NY 10024"
Detox Kitchen and Juice Bar,Cafe,https://www.detoxkitchenandjuicebar.com/,1 650-264-8211,,Info@detoxkitchenandjuicebar.com,37.5189045,-122.2746016,https://goo.gl/maps/5btjxnuRTtchPXiD9,"14-20, Sohara, Sawara-ku","Fukuoka, Fukuoka"
Gracie Jones' GF Bake Shop,Bakery,https://www.graciejonesbakeshop.com/,1 415-606-6107,,Graciejonesbakeshop.com,37.4332266,-122.129619,https://goo.gl/maps/n3m9DPFZGHE6mPx57,820 Washington St.,"New York, NY 10014"
Bread Srsly,Online,http://www.breadsrsly.com/,1 844-432-7323 ,https://www.facebook.com/breadsrsly,,,,,348 Bowery,"New York, NY 10012"
No Cow Cafe Gluten & Dairy Free Bakery,Bakery/Cafe,http://www.nocowneeded.com/,1 303-919-1850,,,39.374192,-104.8609968,https://goo.gl/maps/mx2kTTDdQUj5wfCL7,114 Kenmare Street,"New York, NY 10012"
Cafe Red Point,Cafe,https://caferedpoint.com/,1 719-425-9688,https://www.facebook.com/caferedpointcs/,info@caferedpoint.com,38.8712906,-104.8222377,https://goo.gl/maps/dZc4tvx1Y9WuoMdf7,"1402 2nd Avenue
","New York, NY 10021"
Karen's Corner Bakery,Bakery,,1 719-210-5361,https://www.facebook.com/Karenscornerbakery/,,38.8464519,-104.8632254,https://goo.gl/maps/LmUiw1TtJ5wXL1ii6,200 W 55th St,"New York, NY 10019"
Cafe Profusion,Cafe,http://cafeprofusion.com/,1 970-513-8336,,bill@cafeprofusion.com,39.6274743,-106.0460033,https://goo.gl/maps/YEpsD97PTC7aH3QK6,224 West 35th Street,"New York, NY 10001"
Maize Blaze - Colombian Street Food,Food Truck,https://maizeblaze.com/,44 7786 071591,https://www.facebook.com/maizeblaze,HELLO@MAIZEBLAZE.COM,51.5410217,-0.1464711,https://goo.gl/maps/eDcaRzBnXao9441v8,"192 Bleecker St.
","New York, NY 10012
"
,,,,,,,,,"The Falchi Building
31-00 47th Avenue","Long Island City, NY 11101"
,,,,,,,,,630 Flushing Ave,"New York City, NY"
,,,,,,,,,1931 Fairview,"Houston, TX 77019"
,,,,,,,,,Cnr Florence & Macquarie Streets,"Brisbane, Queensland, Australia 4005"
,,,,,,,,,"500 – 8109
 Gifu prefecture Gifu city 10 Asahi-machi
 Arrow Court Underground Floor
","Gifu, Japan"
,,,,,,,,,"Saga Prefecture
Kanzaki 113-1 Red Brick Hall
","Kanzaki, Japan"
,,,,,,,,,85 Overend Street,"Norman Park, Queensland, Australia 4170"
,,,,,,,,,check website for locations,"Falmouth, Massachusetts"
,,,,,,,,,17R Court St.,"Plymouth, MA 02360"
,,,,,,,,,1648 Whitney Avenue ,"Hamden, CT 06517"
,,,,,,,,,159 Main Street,"Agawam, MA 01001"
,,,,,,,,,593 Congress St,"Portland, ME 04101"
